epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,214.063,2.24796,2.1569,1.95949,0.39566,0.35418,0.30327,0.18135,2.2698,1.90682,1.92852,0.000231182,0.000231182,0.000231182
35,220.232,2.14416,1.98307,2.02087,0.39051,0.36184,0.34301,0.20866,2.2366,1.86191,1.88754,0.000217976,0.000217976,0.000217976
36,227.056,2.08532,2.13122,1.89892,0.55813,0.32915,0.31798,0.20927,2.13971,1.8053,1.84546,0.000204769,0.000204769,0.000204769
37,232.853,2.15554,1.94035,1.95086,0.57994,0.34125,0.33784,0.22653,2.17423,1.8215,1.84148,0.000191562,0.000191562,0.000191562
38,239.373,1.99972,1.95255,1.84857,0.53047,0.36988,0.35093,0.21683,2.13617,1.85751,1.82386,0.000178356,0.000178356,0.000178356
39,245.543,2.14329,2.01039,1.99858,0.5252,0.36273,0.36012,0.21902,2.04774,1.82861,1.79644,0.000165149,0.000165149,0.000165149
40,247.64,1.94921,1.78532,1.84672,0.49442,0.32243,0.35138,0.21951,2.02947,1.75226,1.77575,0.000151943,0.000151943,0.000151943
41,255.066,2.0553,1.89695,1.89721,0.50819,0.34941,0.35124,0.22963,2.11597,1.73716,1.78353,0.000138736,0.000138736,0.000138736
42,258.727,2.19038,1.85488,1.84511,0.45257,0.36633,0.36729,0.24215,2.23358,1.77769,1.78011,0.000125529,0.000125529,0.000125529
43,261.515,2.05797,1.94057,1.8344,0.47027,0.39005,0.3821,0.25811,2.20124,1.78282,1.76716,0.000112323,0.000112323,0.000112323
44,263.671,2.08859,2.13591,2.07696,0.60816,0.4014,0.39852,0.2638,2.09553,1.71429,1.73122,9.91162e-05,9.91162e-05,9.91162e-05
45,265.895,2.03108,1.73349,1.76757,0.65648,0.32877,0.38472,0.2568,2.07971,1.68057,1.71445,8.59096e-05,8.59096e-05,8.59096e-05
46,267.906,1.98215,1.81195,1.84556,0.62892,0.3566,0.38535,0.26196,2.12399,1.6832,1.69536,7.2703e-05,7.2703e-05,7.2703e-05
47,269.946,1.95827,1.85735,1.74158,0.60782,0.361,0.38571,0.26327,2.16033,1.68407,1.69696,5.94964e-05,5.94964e-05,5.94964e-05
48,272.01,2.12253,1.70548,1.70411,0.60158,0.36873,0.38016,0.25811,2.16959,1.66236,1.69213,4.62898e-05,4.62898e-05,4.62898e-05
49,274.04,2.02449,1.69907,1.72088,0.61899,0.36572,0.3852,0.25886,2.142,1.65528,1.68343,3.30832e-05,3.30832e-05,3.30832e-05
50,276.087,2.09319,1.65266,1.74968,0.58567,0.36379,0.39481,0.26281,2.11111,1.6352,1.669,1.98766e-05,1.98766e-05,1.98766e-05
