epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,146.678,2.32199,1.86471,1.62289,0.34935,0.44248,0.26399,0.16957,2.59698,2.36027,1.5388,0.000468901,0.000468901,0.000468901
32,151.164,2.38297,1.88213,1.65316,0.41521,0.43702,0.30117,0.18725,2.52694,1.90663,1.52054,0.000462298,0.000462298,0.000462298
33,155.734,2.35663,1.79025,1.58401,0.44322,0.33419,0.27205,0.16707,2.5564,1.75768,1.45908,0.000455694,0.000455694,0.000455694
34,159.853,2.31421,1.81721,1.5784,0.35276,0.30739,0.27275,0.17836,2.51335,1.73404,1.4656,0.000449091,0.000449091,0.000449091
35,163.995,2.3207,1.98713,1.57721,0.41532,0.3226,0.2968,0.19414,2.39099,1.77717,1.48055,0.000442488,0.000442488,0.000442488
36,168.514,2.36123,1.80725,1.55522,0.44739,0.33514,0.30106,0.19141,2.58257,1.7182,1.44929,0.000435884,0.000435884,0.000435884
37,172.729,2.33087,1.73485,1.55028,0.34866,0.40768,0.27677,0.17982,2.47191,1.72421,1.4283,0.000429281,0.000429281,0.000429281
38,176.87,2.31363,1.81981,1.59816,0.3785,0.39646,0.31887,0.20627,2.46084,1.66908,1.44451,0.000422678,0.000422678,0.000422678
39,181.361,2.30954,1.80252,1.6151,0.50313,0.37916,0.34842,0.22357,2.44911,1.59693,1.40565,0.000416075,0.000416075,0.000416075
40,185.884,2.23539,1.72555,1.45922,0.53258,0.3898,0.35685,0.23176,2.41575,1.65145,1.40865,0.000409471,0.000409471,0.000409471
41,190.485,2.325,1.80223,1.51882,0.41449,0.37931,0.35366,0.22545,2.52663,1.64837,1.37626,0.000402868,0.000402868,0.000402868
42,194.679,2.2832,1.71042,1.46103,0.43601,0.37609,0.37208,0.25553,2.43252,1.64437,1.35503,0.000396265,0.000396265,0.000396265
43,199.142,2.21091,1.65306,1.41284,0.54705,0.37071,0.33432,0.22894,2.51903,1.60923,1.3532,0.000389661,0.000389661,0.000389661
44,203.38,2.33246,1.63761,1.41204,0.50633,0.36698,0.32123,0.22157,2.36653,1.58175,1.33162,0.000383058,0.000383058,0.000383058
45,207.463,2.16343,1.53784,1.40683,0.51624,0.35282,0.33931,0.23104,2.44619,1.59004,1.33696,0.000376455,0.000376455,0.000376455
46,211.651,2.42219,1.65469,1.41591,0.41577,0.37914,0.34781,0.23544,2.43431,1.6456,1.34856,0.000369851,0.000369851,0.000369851
47,215.889,2.23076,1.61006,1.39834,0.53052,0.42874,0.36115,0.25803,2.29649,1.53835,1.34598,0.000363248,0.000363248,0.000363248
48,220.432,2.3462,1.64692,1.4461,0.50026,0.39146,0.35084,0.22941,2.53153,1.46954,1.31417,0.000356645,0.000356645,0.000356645
49,224.648,2.38666,1.62158,1.38782,0.50125,0.44328,0.3604,0.25328,2.24445,1.44638,1.30142,0.000350042,0.000350042,0.000350042
50,228.701,2.06783,1.4842,1.33194,0.49819,0.47474,0.41092,0.27296,2.21352,1.40768,1.28349,0.000343438,0.000343438,0.000343438
51,233.338,2.24731,1.46382,1.27788,0.65279,0.37308,0.40944,0.26771,2.28932,1.39388,1.25664,0.000336835,0.000336835,0.000336835
52,237.604,2.15215,1.43311,1.29887,0.57975,0.42537,0.39076,0.26956,2.15601,1.44562,1.31556,0.000330232,0.000330232,0.000330232
53,241.824,2.26276,1.58803,1.33851,0.58541,0.39123,0.4032,0.27319,2.15343,1.40622,1.29805,0.000323628,0.000323628,0.000323628
54,246.01,2.22335,1.45381,1.32185,0.68345,0.40223,0.4107,0.2656,2.31912,1.32972,1.24315,0.000317025,0.000317025,0.000317025
55,250.264,2.20126,1.39219,1.2858,0.6117,0.44601,0.43457,0.30077,2.17846,1.32594,1.22656,0.000310422,0.000310422,0.000310422
56,254.782,2.04533,1.33221,1.2874,0.59031,0.45423,0.41298,0.29511,2.07833,1.33392,1.25521,0.000303818,0.000303818,0.000303818
57,259.041,2.0821,1.46126,1.27164,0.55742,0.42914,0.4177,0.2759,2.22754,1.3168,1.23784,0.000297215,0.000297215,0.000297215
58,263.113,2.13564,1.37317,1.26719,0.53452,0.46116,0.42341,0.28854,2.16973,1.36652,1.24764,0.000290612,0.000290612,0.000290612
59,267.436,2.08265,1.39626,1.264,0.44667,0.48008,0.41929,0.28537,2.10892,1.41467,1.29326,0.000284009,0.000284009,0.000284009
60,271.715,2.014,1.34922,1.26958,0.72124,0.4166,0.42537,0.29858,2.15669,1.30985,1.2383,0.000277405,0.000277405,0.000277405
61,275.89,2.08205,1.31786,1.23846,0.75202,0.40029,0.42877,0.29925,2.18421,1.2901,1.2241,0.000270802,0.000270802,0.000270802
62,280.092,2.04562,1.3059,1.23803,0.69265,0.4043,0.43626,0.31619,2.10753,1.27409,1.21487,0.000264199,0.000264199,0.000264199
63,284.61,1.96455,1.32091,1.2101,0.57874,0.43358,0.46642,0.3307,2.04791,1.24651,1.19741,0.000257595,0.000257595,0.000257595
64,289.04,2.00224,1.27506,1.24009,0.67984,0.4318,0.49874,0.3429,2.07737,1.2266,1.1888,0.000250992,0.000250992,0.000250992
65,293.683,2.05905,1.27292,1.217,0.70803,0.44007,0.49959,0.35369,2.10517,1.26242,1.23879,0.000244389,0.000244389,0.000244389
66,298.192,1.97844,1.25409,1.20979,0.67969,0.46592,0.50224,0.35357,2.08925,1.23328,1.21379,0.000237785,0.000237785,0.000237785
67,302.702,1.99788,1.26904,1.22392,0.70833,0.40397,0.48648,0.34807,2.04219,1.19042,1.17396,0.000231182,0.000231182,0.000231182
68,306.968,2.02412,1.23195,1.21997,0.69957,0.46725,0.49439,0.35391,2.00023,1.21016,1.20914,0.000224579,0.000224579,0.000224579
69,311.246,1.96424,1.21041,1.16895,0.62017,0.48996,0.47595,0.34132,2.05816,1.24344,1.23036,0.000217976,0.000217976,0.000217976
70,315.517,1.88468,1.23538,1.18416,0.58081,0.46428,0.47302,0.33786,1.99335,1.20626,1.18086,0.000211372,0.000211372,0.000211372
71,319.68,2.01009,1.22693,1.19647,0.64407,0.46854,0.48098,0.33914,1.97804,1.1752,1.14147,0.000204769,0.000204769,0.000204769
72,323.93,1.84583,1.19591,1.1869,0.65239,0.45994,0.49165,0.35987,1.94666,1.19577,1.15855,0.000198166,0.000198166,0.000198166
73,328.52,1.83601,1.17134,1.14264,0.66702,0.45821,0.47136,0.34649,1.92184,1.16319,1.14875,0.000191562,0.000191562,0.000191562
74,332.661,1.8806,1.22944,1.18786,0.58335,0.47519,0.48097,0.34938,1.92466,1.12302,1.13152,0.000184959,0.000184959,0.000184959
75,336.847,1.87909,1.19625,1.15465,0.55806,0.48638,0.49844,0.36937,1.90332,1.1221,1.12808,0.000178356,0.000178356,0.000178356
76,341.417,1.92984,1.19854,1.16051,0.54085,0.46161,0.48023,0.34251,1.9721,1.17442,1.17827,0.000171752,0.000171752,0.000171752
77,345.547,1.85689,1.14136,1.17012,0.50994,0.47264,0.45754,0.33336,1.97288,1.18112,1.17478,0.000165149,0.000165149,0.000165149
78,349.857,1.92473,1.12976,1.14108,0.76097,0.45103,0.47582,0.34557,1.87649,1.12478,1.13827,0.000158546,0.000158546,0.000158546
79,354.058,1.96478,1.14598,1.13078,0.80925,0.4332,0.49826,0.36181,1.85604,1.0958,1.12885,0.000151943,0.000151943,0.000151943
80,358.271,1.89147,1.12867,1.1424,0.76567,0.45374,0.50685,0.36943,1.85708,1.11494,1.14411,0.000145339,0.000145339,0.000145339
81,362.816,1.87051,1.16143,1.15401,0.69661,0.45953,0.49899,0.3736,1.87038,1.13155,1.14064,0.000138736,0.000138736,0.000138736
82,367.292,1.82306,1.10004,1.12994,0.74346,0.45027,0.50519,0.37468,1.8194,1.08042,1.1138,0.000132133,0.000132133,0.000132133
83,371.814,1.88071,1.13619,1.1284,0.79544,0.43901,0.50659,0.37439,1.80571,1.0602,1.10792,0.000125529,0.000125529,0.000125529
84,376.03,1.80959,1.06377,1.11688,0.68485,0.454,0.50966,0.37915,1.80554,1.07385,1.12173,0.000118926,0.000118926,0.000118926
85,380.57,1.87966,1.1288,1.1238,0.71622,0.46777,0.50812,0.37806,1.80087,1.0621,1.12269,0.000112323,0.000112323,0.000112323
86,384.773,1.74811,1.03766,1.09799,0.67487,0.46635,0.51187,0.38088,1.79243,1.05279,1.11949,0.00010572,0.00010572,0.00010572
87,389.284,1.84582,1.12172,1.1369,0.49603,0.49067,0.51681,0.39372,1.77462,1.03586,1.10776,9.91162e-05,9.91162e-05,9.91162e-05
88,393.845,1.82157,1.06924,1.1265,0.53464,0.52746,0.51826,0.40063,1.76916,1.02935,1.11097,9.25129e-05,9.25129e-05,9.25129e-05
89,398.35,1.80776,1.07962,1.11364,0.76624,0.48926,0.53066,0.40722,1.73054,1.02717,1.10545,8.59096e-05,8.59096e-05,8.59096e-05
90,402.845,1.76565,1.07587,1.09754,0.69062,0.48026,0.53778,0.40956,1.73512,1.02626,1.09476,7.93063e-05,7.93063e-05,7.93063e-05
91,410.058,1.95401,1.13323,1.11377,0.68238,0.48203,0.5288,0.39248,1.75143,1.02675,1.08352,7.2703e-05,7.2703e-05,7.2703e-05
92,414.309,1.88487,1.19016,1.10584,0.70597,0.47281,0.53422,0.3956,1.72797,1.03676,1.07125,6.60997e-05,6.60997e-05,6.60997e-05
93,418.459,1.80772,1.08497,1.09572,0.5068,0.56203,0.53449,0.39141,1.77029,1.06829,1.07264,5.94964e-05,5.94964e-05,5.94964e-05
94,422.626,1.73569,1.04869,1.09533,0.53209,0.5352,0.53843,0.38884,1.79933,1.08835,1.07087,5.28931e-05,5.28931e-05,5.28931e-05
95,426.791,1.78248,1.06005,1.11286,0.51668,0.52461,0.54341,0.39183,1.75944,1.06286,1.05308,4.62898e-05,4.62898e-05,4.62898e-05
96,430.931,1.7776,1.05994,1.11385,0.52478,0.52099,0.54484,0.39851,1.74389,1.04707,1.04532,3.96865e-05,3.96865e-05,3.96865e-05
97,435.122,1.7964,1.05322,1.08941,0.4839,0.54673,0.5491,0.40347,1.71423,1.02319,1.04707,3.30832e-05,3.30832e-05,3.30832e-05
98,439.237,1.72847,1.15103,1.06785,0.58414,0.55547,0.55135,0.40746,1.71301,1.01763,1.05188,2.64799e-05,2.64799e-05,2.64799e-05
99,443.374,1.78515,1.06313,1.06815,0.60187,0.55195,0.55037,0.40881,1.71533,1.01863,1.05201,1.98766e-05,1.98766e-05,1.98766e-05
100,447.87,1.67083,0.96539,1.07406,0.59044,0.55265,0.56494,0.42431,1.7278,1.01807,1.05866,1.32733e-05,1.32733e-05,1.32733e-05
