epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,505.987,2.16124,1.48605,1.37537,0.33789,0.40488,0.29876,0.18883,1.91661,1.35076,1.31721,0.000290612,0.000290612,0.000290612
59,513.035,2.09106,1.43643,1.39328,0.54464,0.37211,0.29896,0.19612,1.94565,1.36917,1.34574,0.000284009,0.000284009,0.000284009
60,526.483,2.04089,1.41264,1.40243,0.6379,0.35554,0.32979,0.21563,1.91358,1.35088,1.34343,0.000277405,0.000277405,0.000277405
61,533.698,2.02429,1.36074,1.37685,0.36495,0.53419,0.41705,0.29745,1.86053,1.32329,1.33041,0.000270802,0.000270802,0.000270802
62,540.93,1.99542,1.38515,1.38465,0.47642,0.50682,0.41294,0.29472,1.84901,1.28037,1.30375,0.000264199,0.000264199,0.000264199
63,547.625,2.08819,1.45102,1.38738,0.69978,0.32075,0.35011,0.25342,1.84651,1.26092,1.2763,0.000257595,0.000257595,0.000257595
64,554.625,1.99679,1.38917,1.35252,0.71394,0.33563,0.3471,0.24158,1.85083,1.29009,1.27978,0.000250992,0.000250992,0.000250992
65,562.205,2.01121,1.40415,1.38614,0.63291,0.32151,0.36141,0.26236,1.85683,1.31516,1.29807,0.000244389,0.000244389,0.000244389
66,571.915,1.99471,1.3584,1.33662,0.46447,0.46325,0.36673,0.26977,1.78253,1.26818,1.28994,0.000237785,0.000237785,0.000237785
67,579.323,1.94148,1.36529,1.39701,0.43272,0.53738,0.44812,0.33305,1.78048,1.23361,1.29325,0.000231182,0.000231182,0.000231182
68,586.823,2.01615,1.37641,1.35687,0.41932,0.51001,0.44557,0.31608,1.79362,1.26031,1.29098,0.000224579,0.000224579,0.000224579
69,594.852,1.89978,1.3682,1.35986,0.43681,0.53754,0.44102,0.31202,1.80077,1.2621,1.28932,0.000217976,0.000217976,0.000217976
70,601.883,2.00544,1.30445,1.32298,0.58098,0.33047,0.31369,0.2234,1.78924,1.30427,1.27767,0.000211372,0.000211372,0.000211372
71,611.019,1.99319,1.34265,1.34399,0.56996,0.35156,0.31258,0.22186,1.74767,1.25861,1.25822,0.000204769,0.000204769,0.000204769
72,617.845,1.9961,1.33344,1.38653,0.69863,0.33421,0.33931,0.2437,1.78389,1.2212,1.2337,0.000198166,0.000198166,0.000198166
73,624.56,1.99995,1.2803,1.28523,0.42519,0.57726,0.48667,0.34149,1.82734,1.29757,1.26866,0.000191562,0.000191562,0.000191562
74,631.911,1.90486,1.2809,1.32403,0.72553,0.33463,0.41313,0.25905,1.86916,1.30584,1.2733,0.000184959,0.000184959,0.000184959
75,646.482,1.94579,1.28167,1.33538,0.71072,0.33574,0.3622,0.25779,1.77026,1.25927,1.21943,0.000178356,0.000178356,0.000178356
76,653.853,1.97481,1.24999,1.33357,0.58078,0.35973,0.34188,0.23583,1.75222,1.21609,1.21034,0.000171752,0.000171752,0.000171752
77,661.391,1.91879,1.29543,1.35692,0.60042,0.36426,0.36434,0.24617,1.72638,1.22829,1.23151,0.000165149,0.000165149,0.000165149
78,668.355,1.82266,1.16068,1.29657,0.53105,0.47411,0.37446,0.24571,1.71999,1.23427,1.26366,0.000158546,0.000158546,0.000158546
79,675.334,1.84174,1.30982,1.2989,0.51939,0.43898,0.38497,0.25864,1.70401,1.21539,1.24653,0.000151943,0.000151943,0.000151943
80,688.169,1.79325,1.19557,1.2843,0.66535,0.35331,0.36827,0.26143,1.69329,1.19941,1.21654,0.000145339,0.000145339,0.000145339
81,695.107,1.97867,1.2982,1.31641,0.7265,0.34754,0.41213,0.29305,1.71123,1.19996,1.23045,0.000138736,0.000138736,0.000138736
82,702.231,1.81978,1.21056,1.27617,0.49888,0.53982,0.46153,0.33098,1.71254,1.21234,1.25054,0.000132133,0.000132133,0.000132133
83,709.321,1.88598,1.26199,1.28628,0.61557,0.41344,0.40345,0.27758,1.7114,1.2167,1.24957,0.000125529,0.000125529,0.000125529
84,719.397,1.79336,1.21901,1.29909,0.6131,0.38426,0.35201,0.24618,1.6645,1.20611,1.20019,0.000118926,0.000118926,0.000118926
85,726.576,1.86026,1.21881,1.29121,0.57515,0.408,0.37571,0.25561,1.6769,1.1838,1.18829,0.000112323,0.000112323,0.000112323
86,733.091,1.92546,1.15816,1.25663,0.54398,0.46688,0.40538,0.28342,1.66438,1.18254,1.1988,0.00010572,0.00010572,0.00010572
87,745.558,1.8585,1.2407,1.23906,0.49691,0.53808,0.46345,0.33088,1.66031,1.20729,1.21055,9.91162e-05,9.91162e-05,9.91162e-05
88,753.067,1.74256,1.21974,1.31706,0.49272,0.51391,0.44198,0.3132,1.72674,1.22026,1.23304,9.25129e-05,9.25129e-05,9.25129e-05
89,759.891,1.79262,1.21985,1.27601,0.48922,0.49122,0.44064,0.30796,1.69647,1.18412,1.21402,8.59096e-05,8.59096e-05,8.59096e-05
90,767.094,1.8302,1.17014,1.27214,0.45937,0.50854,0.4707,0.34058,1.67506,1.15833,1.20656,7.93063e-05,7.93063e-05,7.93063e-05
91,775.557,1.87347,1.22586,1.23213,0.45644,0.49647,0.43866,0.32546,1.6794,1.17689,1.19308,7.2703e-05,7.2703e-05,7.2703e-05
92,782.692,1.86051,1.26597,1.32739,0.52675,0.50716,0.46537,0.33083,1.71958,1.21054,1.19793,6.60997e-05,6.60997e-05,6.60997e-05
93,789.372,1.98221,1.32348,1.29643,0.51874,0.49525,0.45039,0.31476,1.71096,1.23141,1.19413,5.94964e-05,5.94964e-05,5.94964e-05
94,796.366,1.80526,1.23807,1.27645,0.48927,0.52217,0.44192,0.31903,1.6921,1.24325,1.18006,5.28931e-05,5.28931e-05,5.28931e-05
95,803.686,1.78566,1.24332,1.24861,0.49213,0.54945,0.46862,0.33666,1.67057,1.20356,1.16915,4.62898e-05,4.62898e-05,4.62898e-05
96,810.894,1.74964,1.16247,1.2207,0.47754,0.57873,0.49801,0.35729,1.66386,1.19007,1.1699,3.96865e-05,3.96865e-05,3.96865e-05
97,817.768,1.78991,1.1725,1.25753,0.48102,0.57928,0.51008,0.36559,1.6582,1.18719,1.16699,3.30832e-05,3.30832e-05,3.30832e-05
98,824.462,1.77297,1.16702,1.23195,0.50154,0.57348,0.51869,0.37865,1.63745,1.16559,1.17656,2.64799e-05,2.64799e-05,2.64799e-05
99,832.62,1.80153,1.19427,1.23973,0.52818,0.52379,0.49649,0.35889,1.63099,1.16858,1.1719,1.98766e-05,1.98766e-05,1.98766e-05
100,840.001,1.81396,1.17758,1.2359,0.63706,0.41999,0.4617,0.33059,1.6378,1.18448,1.16468,1.32733e-05,1.32733e-05,1.32733e-05
