epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,464.678,2.11484,1.43682,1.40735,0.62132,0.22939,0.2306,0.14539,2.00346,1.40969,1.28918,0.000548141,0.000548141,0.000548141
56,472.152,2.06508,1.48748,1.42323,0.55531,0.39938,0.29381,0.20451,1.97483,2.02423,1.30781,0.00054594,0.00054594,0.00054594
57,488.035,2.10801,1.45211,1.36129,0.56756,0.39388,0.32689,0.21106,1.92633,1.60777,1.31597,0.000543738,0.000543738,0.000543738
58,494.379,2.1313,1.47193,1.3204,0.60999,0.34179,0.3503,0.24214,1.84617,1.33871,1.28,0.000541537,0.000541537,0.000541537
59,501.345,2.09826,1.43557,1.34407,0.60488,0.47457,0.45218,0.30337,1.97112,1.41693,1.28356,0.000539336,0.000539336,0.000539336
60,514.672,2.04573,1.3868,1.3454,0.65819,0.42544,0.45833,0.31885,1.92246,1.38272,1.27101,0.000537135,0.000537135,0.000537135
61,521.999,1.9998,1.31015,1.31642,0.68131,0.42389,0.46284,0.32514,1.95389,1.38794,1.29024,0.000534934,0.000534934,0.000534934
62,529.139,1.98192,1.39036,1.33304,0.6559,0.42122,0.45841,0.33334,1.87574,1.33365,1.24253,0.000532733,0.000532733,0.000532733
63,535.906,2.0901,1.42861,1.32474,0.56645,0.46513,0.44794,0.31379,1.91522,1.29424,1.26118,0.000530532,0.000530532,0.000530532
64,542.797,1.99133,1.39125,1.30431,0.56148,0.49923,0.43867,0.31424,1.83297,1.2901,1.22998,0.000528331,0.000528331,0.000528331
65,550.274,1.97691,1.35997,1.32727,0.53078,0.48981,0.44017,0.32872,1.87669,1.28925,1.22914,0.00052613,0.00052613,0.00052613
66,559.792,1.98526,1.31756,1.27706,0.65271,0.3193,0.35084,0.24533,1.9592,1.3397,1.27649,0.000523928,0.000523928,0.000523928
67,567.045,2.00726,1.39544,1.3628,0.65716,0.32409,0.34317,0.2388,1.97959,1.30226,1.26577,0.000521727,0.000521727,0.000521727
68,574.195,2.05393,1.37081,1.29851,0.62135,0.32508,0.34797,0.23485,1.81938,1.27403,1.22034,0.000519526,0.000519526,0.000519526
69,582.104,1.89629,1.35611,1.29776,0.63614,0.3221,0.38876,0.2722,1.80845,1.28181,1.2379,0.000517325,0.000517325,0.000517325
70,589.02,1.94134,1.29778,1.27519,0.71454,0.35039,0.36625,0.26447,1.74093,1.21968,1.22611,0.000515124,0.000515124,0.000515124
71,597.933,1.99189,1.30344,1.27826,0.684,0.32677,0.35551,0.2517,1.8367,1.2164,1.2309,0.000512923,0.000512923,0.000512923
72,604.648,1.93077,1.28563,1.31146,0.59421,0.33867,0.35596,0.26215,1.71182,1.25722,1.19614,0.000510722,0.000510722,0.000510722
73,611.259,1.93806,1.24989,1.23196,0.49244,0.43276,0.35803,0.24419,1.86967,1.28391,1.22112,0.000508521,0.000508521,0.000508521
74,618.206,1.86647,1.22511,1.25167,0.60334,0.38404,0.37699,0.275,1.73939,1.2605,1.16275,0.00050632,0.00050632,0.00050632
75,629.845,1.90334,1.2367,1.25188,0.53012,0.36871,0.37785,0.26556,1.6981,1.23367,1.15214,0.000504119,0.000504119,0.000504119
76,637.124,1.84729,1.20165,1.25903,0.63989,0.37698,0.40504,0.27478,1.70053,1.19961,1.17279,0.000501917,0.000501917,0.000501917
77,644.588,1.8016,1.2405,1.28243,0.55895,0.48406,0.42695,0.31597,1.67315,1.1586,1.15876,0.000499716,0.000499716,0.000499716
78,651.463,1.77765,1.10841,1.2065,0.6577,0.41838,0.40137,0.27761,1.63968,1.13506,1.17037,0.000497515,0.000497515,0.000497515
79,658.334,1.76724,1.23305,1.21144,0.65933,0.43158,0.39286,0.2746,1.75414,1.19229,1.20601,0.000495314,0.000495314,0.000495314
80,670.822,1.71842,1.14384,1.20037,0.53053,0.44874,0.41869,0.3005,1.7333,1.21311,1.19336,0.000493113,0.000493113,0.000493113
81,677.65,1.88108,1.2104,1.23459,0.61679,0.40837,0.38282,0.2764,1.69937,1.17922,1.16484,0.000490912,0.000490912,0.000490912
82,684.645,1.75931,1.15609,1.20066,0.65244,0.37759,0.40195,0.28666,1.62271,1.1457,1.14708,0.000488711,0.000488711,0.000488711
83,691.629,1.78774,1.18455,1.20323,0.62838,0.34955,0.40061,0.28858,1.62371,1.14935,1.14878,0.00048651,0.00048651,0.00048651
84,701.525,1.7706,1.1589,1.20791,0.60752,0.4048,0.49007,0.34988,1.63366,1.17368,1.15737,0.000484309,0.000484309,0.000484309
85,708.88,1.75165,1.15362,1.20347,0.53953,0.4711,0.44424,0.30283,1.6076,1.17402,1.14514,0.000482108,0.000482108,0.000482108
86,715.278,1.76017,1.08503,1.17941,0.55284,0.43341,0.40903,0.28634,1.56516,1.17975,1.11953,0.000479907,0.000479907,0.000479907
87,727.118,1.74303,1.16169,1.15971,0.57341,0.42541,0.39218,0.27332,1.6355,1.17376,1.14318,0.000477705,0.000477705,0.000477705
88,734.486,1.63656,1.12262,1.21565,0.78468,0.47624,0.58831,0.42039,1.56965,1.07885,1.13593,0.000475504,0.000475504,0.000475504
89,741.417,1.68438,1.1203,1.18157,0.576,0.53481,0.53723,0.37955,1.63367,1.11202,1.15165,0.000473303,0.000473303,0.000473303
90,748.448,1.66827,1.08281,1.17754,0.65018,0.45884,0.46544,0.3482,1.56553,1.07857,1.13052,0.000471102,0.000471102,0.000471102
91,759.51,1.71441,1.1103,1.18609,0.52017,0.54336,0.47126,0.34337,1.63872,1.16498,1.14572,0.000468901,0.000468901,0.000468901
92,770.285,1.7008,1.17869,1.21767,0.62401,0.53572,0.56084,0.39163,1.5476,1.10172,1.10508,0.0004667,0.0004667,0.0004667
93,776.811,1.64055,1.09114,1.14889,0.67995,0.45514,0.54009,0.3966,1.57529,1.0894,1.10664,0.000464499,0.000464499,0.000464499
94,783.983,1.69074,1.10708,1.16799,0.60751,0.53556,0.4906,0.35831,1.55769,1.11314,1.10359,0.000462298,0.000462298,0.000462298
95,790.981,1.61918,1.08892,1.16797,0.78208,0.3716,0.46168,0.33584,1.48982,1.10866,1.07287,0.000460097,0.000460097,0.000460097
96,801.196,1.65196,1.09078,1.12925,0.73442,0.38477,0.46894,0.33869,1.49948,1.1185,1.09931,0.000457895,0.000457895,0.000457895
97,807.886,1.64102,1.09114,1.16072,0.74552,0.40538,0.49163,0.35707,1.48631,1.08578,1.0965,0.000455694,0.000455694,0.000455694
98,814.392,1.69928,1.08427,1.13436,0.51987,0.50274,0.42935,0.31422,1.4809,1.10779,1.10185,0.000453493,0.000453493,0.000453493
99,821.398,1.57351,1.0254,1.12015,0.56347,0.47068,0.44618,0.32656,1.50151,1.08363,1.11956,0.000451292,0.000451292,0.000451292
100,832.102,1.58704,1.03106,1.12999,0.55216,0.56791,0.55618,0.42075,1.47969,1.03407,1.11582,0.000449091,0.000449091,0.000449091
101,839.539,1.60117,1.08985,1.1386,0.58199,0.62257,0.56575,0.42666,1.45523,1.00066,1.08845,0.00044689,0.00044689,0.00044689
102,846.618,1.535,0.99541,1.13752,0.41129,0.60461,0.47232,0.36786,1.46625,1.07015,1.07918,0.000444689,0.000444689,0.000444689
103,853.261,1.55992,1.01336,1.1372,0.55921,0.61512,0.56232,0.43088,1.41324,1.01571,1.07565,0.000442488,0.000442488,0.000442488
104,860.238,1.57742,0.99718,1.1302,0.5862,0.62017,0.61208,0.44327,1.43563,1.00855,1.09654,0.000440287,0.000440287,0.000440287
105,867.805,1.46998,0.95507,1.09594,0.5986,0.60058,0.58684,0.43908,1.39727,0.971,1.07597,0.000438086,0.000438086,0.000438086
106,874.368,1.56456,1.02324,1.12713,0.54462,0.60834,0.56623,0.41952,1.41435,1.00953,1.07297,0.000435884,0.000435884,0.000435884
107,881.491,1.49818,0.99354,1.11001,0.51479,0.62144,0.53006,0.39055,1.42334,1.02236,1.07977,0.000433683,0.000433683,0.000433683
108,888.92,1.43809,0.92905,1.09808,0.61945,0.57637,0.51836,0.39512,1.3831,0.98482,1.05744,0.000431482,0.000431482,0.000431482
109,895.91,1.50012,1.00153,1.11824,0.51559,0.61845,0.53457,0.41097,1.40987,1.02515,1.06605,0.000429281,0.000429281,0.000429281
110,905.604,1.50173,0.98435,1.11909,0.50534,0.59862,0.56379,0.42738,1.39236,0.99877,1.05311,0.00042708,0.00042708,0.00042708
111,912.431,1.54712,1.03656,1.14233,0.59697,0.64326,0.5864,0.44233,1.43888,1.00382,1.07309,0.000424879,0.000424879,0.000424879
112,919.463,1.44904,0.96816,1.09593,0.64838,0.58687,0.56736,0.42431,1.50736,0.99979,1.10416,0.000422678,0.000422678,0.000422678
113,926.566,1.49357,0.98328,1.09201,0.65645,0.46794,0.4913,0.36664,1.39838,0.9553,1.07637,0.000420477,0.000420477,0.000420477
114,933.947,1.52065,0.95652,1.08297,0.63048,0.52485,0.50126,0.36978,1.43257,0.98669,1.08334,0.000418276,0.000418276,0.000418276
115,941.53,1.54293,1.00263,1.10185,0.65853,0.5896,0.5678,0.45539,1.31799,0.98956,1.04185,0.000416075,0.000416075,0.000416075
116,948.176,1.52204,0.96382,1.08044,0.66423,0.58788,0.56004,0.42865,1.36153,1.02443,1.05315,0.000413873,0.000413873,0.000413873
117,954.737,1.4861,0.99292,1.05669,0.55199,0.58982,0.56433,0.43517,1.33621,0.9735,1.03527,0.000411672,0.000411672,0.000411672
118,965.048,1.46166,0.93002,1.05948,0.76229,0.4763,0.47017,0.36277,1.37741,0.96585,1.04684,0.000409471,0.000409471,0.000409471
119,972.382,1.43536,0.94092,1.08788,0.62698,0.54533,0.53709,0.42179,1.32022,0.9151,1.03859,0.00040727,0.00040727,0.00040727
120,979.381,1.36453,0.90077,1.06573,0.49941,0.59957,0.55161,0.42126,1.40785,0.99484,1.07623,0.000405069,0.000405069,0.000405069
121,986.224,1.43644,0.95918,1.07794,0.54805,0.58478,0.52901,0.39769,1.34651,0.96335,1.06146,0.000402868,0.000402868,0.000402868
122,993.878,1.49676,0.95099,1.06521,0.55255,0.56606,0.51037,0.38316,1.36545,0.94328,1.04066,0.000400667,0.000400667,0.000400667
123,1000.93,1.42861,0.97712,1.0757,0.59741,0.53816,0.51536,0.40028,1.41638,0.95402,1.04751,0.000398466,0.000398466,0.000398466
124,1012.81,1.43683,0.92792,1.0714,0.66046,0.51994,0.53186,0.41093,1.34105,0.91375,1.0242,0.000396265,0.000396265,0.000396265
125,1023.69,1.39515,0.90327,1.05567,0.67783,0.52234,0.55874,0.43306,1.28591,0.91119,1.01206,0.000394064,0.000394064,0.000394064
126,1030.67,1.41704,0.9104,1.06382,0.76836,0.54873,0.57458,0.43783,1.38655,0.93403,1.03535,0.000391862,0.000391862,0.000391862
127,1038.03,1.45777,0.9322,1.06912,0.62886,0.61816,0.5803,0.44169,1.32396,0.91444,1.02112,0.000389661,0.000389661,0.000389661
128,1045.6,1.49882,0.93309,1.06762,0.59071,0.59946,0.56339,0.42867,1.40195,0.96084,1.04415,0.00038746,0.00038746,0.00038746
129,1052.74,1.39617,0.90089,1.05953,0.61575,0.588,0.55512,0.42448,1.37727,0.95611,1.04589,0.000385259,0.000385259,0.000385259
130,1059.3,1.43556,0.89865,1.07204,0.59876,0.60567,0.53034,0.40077,1.32757,0.90734,1.02078,0.000383058,0.000383058,0.000383058
131,1066.5,1.42241,0.89199,1.09143,0.56313,0.58678,0.51817,0.40911,1.24948,0.90459,1.01397,0.000380857,0.000380857,0.000380857
132,1073.17,1.37741,0.90499,1.05626,0.59388,0.60285,0.54434,0.42364,1.34951,0.9277,1.0295,0.000378656,0.000378656,0.000378656
133,1080.33,1.3901,0.87002,1.05393,0.62024,0.63045,0.59979,0.46614,1.34945,0.90656,1.03018,0.000376455,0.000376455,0.000376455
134,1087.09,1.42506,0.91783,1.04299,0.65144,0.6067,0.58316,0.4337,1.28944,0.92752,1.02036,0.000374254,0.000374254,0.000374254
135,1094.18,1.3138,0.84123,1.05304,0.65022,0.5979,0.55667,0.42912,1.2345,0.90176,1.01066,0.000372053,0.000372053,0.000372053
136,1101.67,1.36092,0.87747,1.04769,0.69639,0.61445,0.57806,0.4538,1.28998,0.9162,1.03379,0.000369851,0.000369851,0.000369851
137,1108.91,1.32979,0.84664,1.03347,0.78908,0.57,0.6097,0.48685,1.24652,0.86673,0.99857,0.00036765,0.00036765,0.00036765
138,1119.89,1.37623,0.88263,1.01299,0.61317,0.59629,0.59276,0.47908,1.25725,0.88097,0.99832,0.000365449,0.000365449,0.000365449
139,1127.02,1.38044,0.88441,1.05902,0.55534,0.62418,0.59096,0.46046,1.31661,0.91577,1.01301,0.000363248,0.000363248,0.000363248
140,1134.54,1.30242,0.86042,1.04649,0.67574,0.60466,0.62293,0.49953,1.26016,0.87523,0.99923,0.000361047,0.000361047,0.000361047
141,1142.27,1.29235,0.84375,1.0549,0.73103,0.64049,0.62918,0.48367,1.34121,0.88178,1.03717,0.000358846,0.000358846,0.000358846
142,1148.6,1.36894,0.89855,1.04591,0.67242,0.59981,0.59308,0.47552,1.27123,0.8551,1.01871,0.000356645,0.000356645,0.000356645
143,1159.21,1.2461,0.82674,1.02763,0.66552,0.61164,0.60367,0.48737,1.21739,0.83539,1.00043,0.000354444,0.000354444,0.000354444
144,1168.89,1.3795,0.8913,1.03928,0.51927,0.58945,0.5736,0.45212,1.3002,0.89135,1.01584,0.000352243,0.000352243,0.000352243
145,1175.75,1.34613,0.88377,1.0368,0.75922,0.5772,0.59167,0.47884,1.21727,0.83943,0.99399,0.000350042,0.000350042,0.000350042
146,1182.35,1.38501,0.8949,1.03016,0.78569,0.54817,0.62858,0.51212,1.21765,0.85526,1.00535,0.00034784,0.00034784,0.00034784
147,1193.15,1.31671,0.85646,1.00961,0.61555,0.63456,0.62619,0.50308,1.21561,0.84244,1.00283,0.000345639,0.000345639,0.000345639
148,1204.27,1.28605,0.85864,1.03654,0.5815,0.63336,0.60243,0.47247,1.20321,0.8887,0.98702,0.000343438,0.000343438,0.000343438
149,1211.77,1.30304,0.84242,1.02508,0.72643,0.62475,0.60783,0.48278,1.21409,0.93769,0.97724,0.000341237,0.000341237,0.000341237
150,1218.64,1.28119,0.85349,1.04587,0.60441,0.60253,0.59109,0.47125,1.28857,0.97094,1.00012,0.000339036,0.000339036,0.000339036
151,1225.74,1.28167,0.83722,1.03153,0.72189,0.59187,0.60759,0.48454,1.2708,0.92399,1.00924,0.000336835,0.000336835,0.000336835
152,1233.21,1.32807,0.84471,1.02801,0.64829,0.58953,0.60878,0.48413,1.25652,0.89991,1.0237,0.000334634,0.000334634,0.000334634
153,1243.98,1.36004,0.88209,1.01872,0.63373,0.5738,0.59358,0.46357,1.35424,0.92916,1.02414,0.000332433,0.000332433,0.000332433
154,1251.02,1.29382,0.83753,1.01276,0.61946,0.57868,0.59516,0.47066,1.28335,0.89214,0.99312,0.000330232,0.000330232,0.000330232
155,1262.01,1.23823,0.82176,1.02177,0.65841,0.60023,0.63561,0.50383,1.22153,0.86535,0.98549,0.000328031,0.000328031,0.000328031
156,1276.17,1.28946,0.8432,1.01139,0.73941,0.59399,0.64737,0.51264,1.24592,0.8589,0.99541,0.000325829,0.000325829,0.000325829
157,1283.5,1.23331,0.81725,1.03846,0.67471,0.57616,0.64882,0.526,1.19104,0.82042,0.98733,0.000323628,0.000323628,0.000323628
158,1290.89,1.24987,0.79602,1.00124,0.66615,0.61033,0.63342,0.50557,1.1912,0.84722,0.98697,0.000321427,0.000321427,0.000321427
159,1297.78,1.28035,0.83711,1.02391,0.78127,0.53428,0.6139,0.49379,1.24032,0.86674,0.99177,0.000319226,0.000319226,0.000319226
160,1308.59,1.33473,0.85763,1.0307,0.57666,0.59353,0.61172,0.48844,1.23178,0.86201,0.99288,0.000317025,0.000317025,0.000317025
161,1315.78,1.28637,0.83232,1.0253,0.77157,0.53246,0.58804,0.46973,1.17503,0.85321,0.97876,0.000314824,0.000314824,0.000314824
162,1323.15,1.27678,0.82141,1.0126,0.78057,0.55927,0.59495,0.48332,1.23911,0.85378,1.00371,0.000312623,0.000312623,0.000312623
163,1330.19,1.26591,0.81847,1.00843,0.79538,0.61183,0.65577,0.53659,1.19146,0.82689,0.99328,0.000310422,0.000310422,0.000310422
164,1337.22,1.25775,0.81105,1.00601,0.72219,0.62844,0.65306,0.53094,1.17777,0.848,0.99875,0.000308221,0.000308221,0.000308221
165,1344.8,1.24114,0.87021,1.01894,0.74114,0.6142,0.65843,0.53404,1.18838,0.84712,0.99896,0.00030602,0.00030602,0.00030602
166,1352.2,1.24694,0.81479,1.00012,0.66525,0.64825,0.66607,0.52418,1.17778,0.81968,0.9804,0.000303818,0.000303818,0.000303818
167,1359.66,1.17832,0.7844,1.00834,0.68922,0.6279,0.62218,0.50267,1.22978,0.84136,0.9898,0.000301617,0.000301617,0.000301617
168,1366.97,1.2157,0.79811,1.00786,0.78233,0.61633,0.64042,0.52839,1.14526,0.8251,0.97095,0.000299416,0.000299416,0.000299416
169,1374.26,1.27863,0.80734,1.01433,0.67837,0.63051,0.63039,0.51672,1.19761,0.81291,0.98033,0.000297215,0.000297215,0.000297215
170,1381.45,1.2594,0.80568,1.01038,0.65445,0.62038,0.61525,0.50156,1.2769,0.83841,1.00475,0.000295014,0.000295014,0.000295014
171,1388.8,1.17576,0.79826,1.02658,0.68671,0.63613,0.63186,0.52227,1.19283,0.80889,0.98934,0.000292813,0.000292813,0.000292813
172,1396.53,1.22152,0.8029,1.03571,0.76352,0.60004,0.63379,0.52041,1.12262,0.79299,0.97207,0.000290612,0.000290612,0.000290612
173,1403.63,1.27272,0.82054,0.99186,0.69708,0.6103,0.62644,0.48835,1.28711,0.88145,1.00507,0.000288411,0.000288411,0.000288411
174,1410.36,1.23536,0.77723,0.99979,0.54844,0.6082,0.58474,0.45905,1.28507,0.89882,1.00485,0.00028621,0.00028621,0.00028621
175,1420.76,1.20667,0.78281,1.01225,0.70266,0.56646,0.63025,0.51009,1.13707,0.83031,0.97832,0.000284009,0.000284009,0.000284009
176,1427.26,1.3551,0.83592,1.00645,0.7804,0.60607,0.65198,0.53296,1.10605,0.80256,0.96604,0.000281807,0.000281807,0.000281807
177,1435.08,1.19953,0.78189,1.01488,0.60022,0.61604,0.63682,0.51597,1.18631,0.84024,0.97382,0.000279606,0.000279606,0.000279606
178,1442.31,1.20414,0.76615,0.99562,0.57452,0.63596,0.64337,0.52592,1.12616,0.79569,0.96858,0.000277405,0.000277405,0.000277405
179,1449.71,1.24193,0.77595,0.99421,0.60765,0.62365,0.65037,0.52695,1.12078,0.78307,0.96663,0.000275204,0.000275204,0.000275204
180,1457.05,1.24186,0.80344,1.0184,0.77124,0.57051,0.61679,0.50316,1.26726,0.81684,0.99063,0.000273003,0.000273003,0.000273003
181,1472.99,1.28353,0.78271,0.99643,0.78213,0.57207,0.62172,0.50717,1.14774,0.7835,0.96796,0.000270802,0.000270802,0.000270802
182,1483.61,1.2149,0.78143,1.00336,0.79893,0.56368,0.61453,0.50757,1.11553,0.80065,0.96501,0.000268601,0.000268601,0.000268601
183,1490.4,1.18344,0.77572,1.02598,0.74941,0.62492,0.6507,0.53059,1.17652,0.83408,0.97817,0.0002664,0.0002664,0.0002664
184,1501.62,1.16729,0.75747,0.9882,0.748,0.65057,0.66983,0.55464,1.11389,0.78021,0.97239,0.000264199,0.000264199,0.000264199
185,1508.89,1.14763,0.74943,1.00936,0.74123,0.67193,0.67271,0.55667,1.10683,0.76771,0.9677,0.000261998,0.000261998,0.000261998
