epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,195.38,2.07665,1.72879,1.55271,0.5181,0.27519,0.28839,0.19289,2.01004,1.78394,1.40754,0.000317025,0.000317025,0.000317025
55,198.443,2.09538,1.7341,1.52443,0.50425,0.27526,0.31129,0.21211,1.98598,1.78587,1.41373,0.000310422,0.000310422,0.000310422
56,201.89,2.00263,1.70512,1.47899,0.48736,0.21271,0.31371,0.21508,1.92082,1.74802,1.39814,0.000303818,0.000303818,0.000303818
57,205.468,2.06715,1.6538,1.4534,0.47351,0.22975,0.31092,0.2127,1.90246,1.74183,1.39251,0.000297215,0.000297215,0.000297215
58,208.573,2.14955,1.75437,1.4336,0.50751,0.27825,0.31072,0.20651,1.89749,1.76952,1.3889,0.000290612,0.000290612,0.000290612
59,212.113,2.08377,1.7216,1.44885,0.43356,0.35099,0.32019,0.22638,1.84953,1.79542,1.38848,0.000284009,0.000284009,0.000284009
60,215.877,1.98443,1.55479,1.45464,0.40316,0.33942,0.32253,0.22726,1.91455,1.71126,1.38877,0.000277405,0.000277405,0.000277405
61,219.147,2.17528,1.8104,1.44647,0.39159,0.33756,0.33187,0.21612,2.00666,1.6979,1.38892,0.000270802,0.000270802,0.000270802
62,222.508,2.02354,1.72808,1.49476,0.41271,0.39576,0.34206,0.23009,2.02197,1.70046,1.36062,0.000264199,0.000264199,0.000264199
63,226.094,2.30362,1.6796,1.48885,0.40569,0.39738,0.3521,0.22467,1.96898,1.76235,1.35744,0.000257595,0.000257595,0.000257595
64,229.559,2.01304,1.61133,1.44212,0.41814,0.39154,0.35268,0.22788,1.93718,1.78264,1.34699,0.000250992,0.000250992,0.000250992
65,233.18,2.01271,1.53808,1.4272,0.42382,0.42159,0.3521,0.2287,1.99124,1.76376,1.35708,0.000244389,0.000244389,0.000244389
66,236.562,1.92605,1.55863,1.4011,0.39291,0.45407,0.33438,0.23288,1.98604,1.66599,1.33559,0.000237785,0.000237785,0.000237785
67,240.109,2.02577,1.58049,1.4336,0.38906,0.43489,0.34466,0.24121,1.95473,1.62488,1.3289,0.000231182,0.000231182,0.000231182
68,243.924,2.02562,1.6067,1.39884,0.29965,0.41532,0.34855,0.23834,1.97184,1.63389,1.33221,0.000224579,0.000224579,0.000224579
69,246.989,2.06409,1.5755,1.37869,0.49085,0.46511,0.3935,0.26176,1.92207,1.60483,1.33667,0.000217976,0.000217976,0.000217976
70,250.574,1.92372,1.43698,1.3498,0.47563,0.49303,0.37277,0.25142,1.86486,1.66553,1.33273,0.000211372,0.000211372,0.000211372
71,253.862,1.96349,1.48921,1.36954,0.43813,0.49812,0.38202,0.25533,1.85061,1.67325,1.32904,0.000204769,0.000204769,0.000204769
72,257.424,2.0663,1.51733,1.40772,0.31823,0.43802,0.34019,0.23825,1.98132,1.55098,1.31282,0.000198166,0.000198166,0.000198166
73,260.678,2.03264,1.56832,1.34766,0.42844,0.39516,0.32899,0.23507,1.95194,1.61269,1.32435,0.000191562,0.000191562,0.000191562
74,264.138,1.99351,1.59404,1.358,0.44938,0.41924,0.34264,0.24753,1.85527,1.59547,1.32968,0.000184959,0.000184959,0.000184959
75,267.318,1.89827,1.47719,1.33277,0.32197,0.4276,0.31683,0.22003,1.80732,1.52349,1.28661,0.000178356,0.000178356,0.000178356
76,270.623,1.95052,1.50855,1.3197,0.25997,0.38746,0.32388,0.22342,1.86224,1.5407,1.28452,0.000171752,0.000171752,0.000171752
77,273.966,1.89492,1.41718,1.3175,0.26834,0.42616,0.34805,0.24587,1.84235,1.63301,1.2984,0.000165149,0.000165149,0.000165149
78,277.243,1.86359,1.41498,1.31559,0.31771,0.4389,0.37459,0.26161,2.01677,1.49546,1.2868,0.000158546,0.000158546,0.000158546
79,280.212,1.94735,1.44988,1.28685,0.38378,0.39329,0.34712,0.24553,2.01236,1.46258,1.28749,0.000151943,0.000151943,0.000151943
80,283.65,1.90282,1.42753,1.3079,0.38806,0.42083,0.32197,0.23083,1.90648,1.47503,1.2923,0.000145339,0.000145339,0.000145339
81,287.332,1.94712,1.47406,1.3519,0.39867,0.43498,0.33257,0.24269,1.85706,1.47842,1.29399,0.000138736,0.000138736,0.000138736
82,290.743,2.00906,1.44308,1.2934,0.38896,0.3901,0.40979,0.29297,1.93203,1.44089,1.28207,0.000132133,0.000132133,0.000132133
83,294.545,1.91834,1.36696,1.30452,0.54374,0.32627,0.40485,0.28513,2.00955,1.44418,1.27268,0.000125529,0.000125529,0.000125529
84,297.757,2.03602,1.43442,1.33803,0.53744,0.30877,0.40462,0.27639,2.01383,1.46706,1.2714,0.000118926,0.000118926,0.000118926
85,301.039,2.00087,1.44373,1.27475,0.38247,0.3672,0.3784,0.25238,1.94981,1.51762,1.2772,0.000112323,0.000112323,0.000112323
86,304.662,1.97927,1.3959,1.34355,0.44095,0.38075,0.38048,0.26037,1.92726,1.49709,1.27482,0.00010572,0.00010572,0.00010572
87,308.337,1.99021,1.36835,1.29526,0.39979,0.45835,0.39578,0.28224,1.96201,1.45411,1.26979,9.91162e-05,9.91162e-05,9.91162e-05
88,311.626,1.9403,1.41249,1.32415,0.4242,0.46146,0.39211,0.28484,1.95948,1.41059,1.25772,9.25129e-05,9.25129e-05,9.25129e-05
89,315.144,1.99108,1.374,1.30716,0.43075,0.45173,0.39895,0.2931,1.94301,1.41083,1.25643,8.59096e-05,8.59096e-05,8.59096e-05
90,318.78,1.88133,1.3033,1.27397,0.43188,0.46696,0.3993,0.28912,1.9456,1.41115,1.25603,7.93063e-05,7.93063e-05,7.93063e-05
91,323.431,2.09203,1.42349,1.274,0.39687,0.45334,0.42027,0.30417,2.00356,1.40774,1.24563,7.2703e-05,7.2703e-05,7.2703e-05
92,326.949,2.01155,1.42485,1.27878,0.6697,0.3085,0.4139,0.29478,2.02897,1.40174,1.24086,6.60997e-05,6.60997e-05,6.60997e-05
93,330.103,2.09864,1.39756,1.27485,0.68205,0.30078,0.40495,0.28853,2.03437,1.40266,1.23407,5.94964e-05,5.94964e-05,5.94964e-05
94,333.675,2.00791,1.47556,1.29892,0.62435,0.32098,0.39266,0.2786,2.06282,1.43643,1.22966,5.28931e-05,5.28931e-05,5.28931e-05
95,337.148,2.05554,1.39222,1.29132,0.3995,0.39207,0.40126,0.28111,2.05758,1.42814,1.22732,4.62898e-05,4.62898e-05,4.62898e-05
96,340.272,2.03587,1.4531,1.27557,0.5464,0.37114,0.40148,0.28145,2.05232,1.42484,1.22006,3.96865e-05,3.96865e-05,3.96865e-05
97,343.179,1.99606,1.38913,1.26921,0.45221,0.40661,0.40198,0.28114,2.0475,1.41615,1.21358,3.30832e-05,3.30832e-05,3.30832e-05
98,346.54,2.0582,1.35599,1.2819,0.47367,0.41547,0.42105,0.29549,2.04234,1.39368,1.21075,2.64799e-05,2.64799e-05,2.64799e-05
99,349.811,1.96408,1.38097,1.22837,0.40515,0.42305,0.41323,0.29103,2.03661,1.39689,1.20916,1.98766e-05,1.98766e-05,1.98766e-05
100,353.33,2.00636,1.2751,1.25433,0.59813,0.38608,0.42327,0.29923,2.03198,1.39892,1.21086,1.32733e-05,1.32733e-05,1.32733e-05
